label,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0,ee0cf733-2bd9-4427-bd93-5c94e12c3c14,Aini Febriani,https://play-lh.googleusercontent.com/a/ACg8ocJtodfFPtdVSwy055qHkqBSPN9Ope_g_AllT_Rp6FMX4_R3BA=mo,terbaik pokonya. semoga cocok dan cepet sembuh juga.,5,0,6.7.2000,2024-08-09 15:06:36,,,6.7.2000
1,7e8b11cb-a28c-4076-baaf-d151ca91ff6a,Eka Lestari Nur,https://play-lh.googleusercontent.com/a/ACg8ocIBz9aZGIyE0q8MjobAS4TkmX7OH0WTw0hlSOyb8h0nZ7_7=mo,terima kasih dok sudah memberi saran,3,0,3.9.2001,2022-01-21 13:13:44,,,3.9.2001
0,ee4794ba-0eaa-4ff6-b343-07445e2a35d6,Maria Hadianti,https://play-lh.googleusercontent.com/a-/ALV-UjVXWPZHKOLM7kHOFY9k_B5doItcUebElZMDRXsvvYrwoypziaGm2Q,dokternya ramah dan membantu sekali,5,0,6.6.2000,2024-07-25 11:20:09,,,6.6.2000
1,ec8323be-216a-4077-860a-4d2961fd124f,Embem,https://play-lh.googleusercontent.com/a-/ALV-UjWJhMyOhb-pNzz5sk8f-IMKuo5VLNfUv9MbMhHImcARRsH9O_dTOw,"kenapa sekarang alodokter gak ada yang gratis,",3,0,3.8.2000,2021-12-14 1:40:02,"Alo, Embem! Terima kasih telah menggunakan aplikasi Alodokter sebagai partner layanan kesehatan Anda. Saat ini untuk konsultasi gratis hanya diberikan ke pengguna baru saja dan konsultasi gratis diberikan secara terbatas. Informasi lebih lanjut dapat hubungi kami melalui layanan Whatsapp di nomor 0812.8888.0256. Terima kasih. -HR",2021-12-14 3:20:40,3.8.2000
2,3ebeba87-d228-4fc8-ba81-07717fad35f2,Rano Purwanto,https://play-lh.googleusercontent.com/a/ACg8ocK2utM77oJ4PkaxmO--zXpUHNMH1DashcGICFDGo600PKrzlA=mo,"dokter banyak yang scam , sudah bayar dan dokter tidak merespon selama 30 menit maka percakapan otomatis ditutup, untung doang buat mereka, semoga jadi penyakit uang yg meraka dapat",1,0,,2024-08-09 4:09:21,"Alo, Rano Purwanto! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com -HR",2024-08-09 8:07:19,
0,f371ab50-cd9b-48c1-845e-5132b378ea61,Mukti Mok,https://play-lh.googleusercontent.com/a/ACg8ocLKrdLsQYU95MIket1udOiUHM6yVi0YsCtGu3On4XD0-Hs0Ag=mo,jawaban dan pelayanan dr imanuel. sangat memuaskan,5,0,6.7.2000,2024-07-19 8:07:58,,,6.7.2000
1,8821b8f3-ac5d-4894-82e8-f5ab7e9d5138,F_Azura Salsabila,https://play-lh.googleusercontent.com/a-/ALV-UjWjeodTC9sbQwGJrs6xwIIp5FABPSyRKId8mpatprGa_hgf7l9N,"segini dulu,nanti tambahin kalo puas",3,0,3.7.2000,2021-12-02 4:06:16,,,3.7.2000
2,63ab5ef9-a21b-49a5-bae4-342a846efb77,Adde Oriza Rio,https://play-lh.googleusercontent.com/a/ACg8ocKZP20hI8GVDdkRsrx3LYmY52I3br2hLU4cYaANqWLzF2q_cw=mo,chat saya tidak dibalas dokter padahal saya sudah bayar biaya konsultasi.,1,0,6.8.2000,2024-08-25 19:21:42,"Alo, Adde Oriza Rio! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com",2024-08-29 8:02:06,6.8.2000
0,4c458768-cc7b-4761-8ce3-735c1baced4b,triya wardani,https://play-lh.googleusercontent.com/a-/ALV-UjVSgsAXC7hEWAkWhw4hEAtYUtO1Lz6MHOgtFs1wqtacG1nTQOE,dokter sangat ramah dan memberikan penjelasan dg jelas,5,0,6.7.2000,2024-08-01 12:18:19,,,6.7.2000
2,ba480010-9809-439c-9bad-2efc83bbee1f,Yuniska Meisari,https://play-lh.googleusercontent.com/a-/ALV-UjV5jLhWwFKcxUNVD6gp7NkivElqg6kTPG5MspkDWATPaRiJv-ND,pengembalian dananya itu terlalu lama. 3 hari kerja belum kepotong sabtu minggu dan cuti pemerintah. orang kan ya butuh pengembalian uang buat berobat sakit ,1,3,6.4.2001,2024-04-11 1:05:15,,,6.4.2001
2,5be31212-9d99-483e-bf01-93a0420f08f8,Jessie Gabrielle Christina,https://play-lh.googleusercontent.com/a-/ALV-UjXTJf3uiMEQvK9x41SJ1vxBHYYwO-maLoV-UMAMu2tfKUoA904uDg,"respon dokter lama, disuruh tunggu 9 menit tp nyatanya 1 jam. minta refund banyak alasannya pdhl org lg skt disuruh nunggu lama",1,0,6.8.2000,2024-09-06 1:25:05,"Alo, (Jessie Gabrielle Christina)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-09-06 8:08:18,6.8.2000
1,f82ceb5c-978b-4d8f-a642-de708a9dc76a,Valentino,https://play-lh.googleusercontent.com/a-/ALV-UjXCe78wDv9Rxj8VbZJxerB48V-8rMXni4_QplaE7VvVmozUpHTJ,harusnya ada target waktu untuk dokter membalas pesan kita. jika dlm waktu tertentu tidak di balas. uang kita harus dikembalikan,3,1,4.0.0,2022-03-08 9:39:23,,,4.0.0
1,abc68e6a-bfe0-440b-9d58-c217b7bef4de,Werkudoro 99,https://play-lh.googleusercontent.com/a-/ALV-UjVdZfDa8AxXchpXsmxE8HXqU875FzMgLnYT48zQbzDEik3qHyNhFw,"maap nag nanyak, , buat nanyak2 ke alodok, itu apa ada pembayaran duluu sihh",3,0,,2022-09-05 12:38:31,,,
2,59a6a1bf-390b-4a97-b865-0d7b53abe43f,Feny Erwina,https://play-lh.googleusercontent.com/a/ACg8ocIAEY3fJOxFcfspMgFKO86JbpjbaYTGStBYoO7j1YKKSBWTWw=mo,tidak bisa masuk ke aplikasinua,2,0,6.2.2000,2024-01-17 0:20:33,"Alo! Untuk informasi lebih lanjut dan respons lebih cepat terkait pertanyaan kamu silakan hubungi tim Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com.
Terima kasih.",2024-01-18 8:04:45,6.2.2000
1,ce4b74e0-d115-4118-b1af-5ae53c49605f,SVDVTPANDANG TV,https://play-lh.googleusercontent.com/a-/ALV-UjUCVoOIWOfzQhCGUxvChJsq1ilpyX-wS9YSfxVx8z_uT-3S-T4yFQ,fitur untuk menghapus percakapan konsultasi yang lebih dari satu tahun tidak ada. tolong sediakan,3,0,6.3.2000,2024-03-04 3:33:23,,,6.3.2000
0,84d2d040-8342-4e57-891d-58ffa3da46af,Terania Agustyaningrum,https://play-lh.googleusercontent.com/a-/ALV-UjVyJwwgaRhdzBUGx4M3Mikgrlsu4W__eYz3wA9nh2owt_hEpszw,sangat membantu dokternya ramah terimakasih dokter,5,0,6.8.2000,2024-09-03 12:30:56,,,6.8.2000
1,464ab387-1a87-4530-bdd4-865ace2fdb67,Drs Zulfitri,https://play-lh.googleusercontent.com/a/ACg8ocIWTWFVws6QH8jIQwc3EtjVs_9j2NrZmJp7x6GbD54hDeiVuQ=mo,saya baru mau coba konsul dengan dokter.tentang kesehatan.,3,1,3.9.2001,2022-01-22 0:31:01,,,3.9.2001
2,f5e11622-4a6a-433e-848f-337e2a28b1fb,andan pandan,https://play-lh.googleusercontent.com/a-/ALV-UjU5kMkfw605345jyhG1aIwN7KxDNZKIKIXxqXWFxvaDV2sGuqwF,dokternya lama jawabnya terus baru jawab chatnya langsung tertutup,1,0,6.8.2000,2024-08-29 12:11:48,"Alo, (andan pandan)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-08-30 8:02:01,6.8.2000
0,7ec21f90-a690-4b0c-84fb-227e04d56c8d,Assyfa Rizki,https://play-lh.googleusercontent.com/a-/ALV-UjXKd704wx2WX1Bax98BSqwQw8abNkq9jA9vz_InEhrLdKPBZpw,dokter ramah dan juga sangat membantu keluh kesah yang sy alami..terimakasih banyak dok ,5,1,6.6.2000,2024-07-18 14:53:32,,,6.6.2000
0,5ee21e3e-bb21-4d00-8b7a-b525b90d403d,Indra Shanti,https://play-lh.googleusercontent.com/a/ACg8ocIIajHqWsEMGRPVSUyL-x8dn95rX47p4nFxmM_WpL_yBHI_-w=mo,"teliti, sabar, dan menenangkan. sangat membantu.",5,4,6.7.2000,2024-07-29 8:44:37,,,6.7.2000
1,b6166395-34d6-4ca7-8c8c-4ea1bea91a52,cat ies,https://play-lh.googleusercontent.com/a/ACg8ocLOEXzrn6txEqd3_pmFVQ7OHUgsiIIiAUWXCU1ZOA9vGu4lEQ=mo,adain payment via dana plisbuat yang psychologist,3,1,3.2.2000,2021-07-04 20:43:01,,,3.2.2000
1,c7e89112-556d-40f1-b70c-67c70ccb1e6c,Admin Admin,https://play-lh.googleusercontent.com/a/ACg8ocIyBcPaC9klsjKbtjCGRCfUAiKI2i9ulYlzrYO3OS7p59kG6g=mo,buatlah gratis dua atau tiga dokter.. gratis dengan pertanyaan2 simple yg mudah di jawab ko berbayar semua payah,3,1,3.2.2000,2021-07-09 3:59:52,,,3.2.2000
0,5c1feb4a-0576-4d5b-8475-ed6b81769a42,Anugrah Putradana,https://play-lh.googleusercontent.com/a-/ALV-UjVXy6w8vvDuP8zGAt6DAYwa4vLCqG3VWXHUmXSm6-DpXmC6XVoA,"dokter sangat ramah semua, konsultasi bisa menjelaskan dengan detail dan mudah dipahami (karna udh konsultasi di 3 spesialis berbeda), dan sangat membantu disaat urgent atau lagi ditempat lain",5,305,6.7.2000,2024-07-29 10:31:37,,,6.7.2000
2,5abec662-1ce6-4e89-8988-7f4181e17ee3,Fintha Dian,https://play-lh.googleusercontent.com/a-/ALV-UjVqN58QK-wIMT1qtN3YxOinUZZJ9dgGPjoqpENw12BmZBjpYZzC,lamaaaa respon,1,0,6.8.2000,2024-08-23 9:03:17,"Alo, Fintha Dian! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com",2024-08-29 8:00:56,6.8.2000
0,ad37a283-97c7-4ef1-bdaa-a3e6648f5235,RIYANTI RIDZKI DEWI,https://play-lh.googleusercontent.com/a/ACg8ocKQ3fCFF8Zb9kVeREBWubnZFPNIqywN1ddppBkkjQ0o6GFgTw=mo,cepat respon dan penjelasan detail,5,0,6.8.2000,2024-09-03 6:17:02,,,6.8.2000
0,ce39e31b-b07a-4fe0-bda4-35fa49b3a71a,iii ko,https://play-lh.googleusercontent.com/a/ACg8ocIswLFaHg-ULG7cdB0qy865rjSusVA9GHzrOJ_6XTUF6DM4-Q=mo,pelayanan nya bagus dan dapet di percaya terimakasih banyak,5,0,6.7.2000,2024-07-23 5:32:27,,,6.7.2000
1,c4c3531e-19e4-4720-bf0c-b09efd6c08c6,AChan Adit Chrisna Andhina,https://play-lh.googleusercontent.com/a-/ALV-UjWNWt8DDV_dKqiBOW3yQhX9zxa6mSAMSbkjd4ZngF8_LHvdAr2r,"tolong perbaiki saat pemuatan foto lama banget, jadi saat lagi mengirim foto ke dokter harus menunggu lama karena pemuatan foto sangat lama, apalagi foto profil dokter memuatnya lama banget",3,3,3.9.2001,2022-01-09 15:35:33,,,3.9.2001
1,1001508e-3f4e-49ec-80ae-397e7e8cbf37,Deack Oct,https://play-lh.googleusercontent.com/a-/ALV-UjVF7WIFHCB7H5_Fc7sfj8IJE_PffkApwxTvY3xDZ4lbqhy9Eig,aku baru x ini konsultasi,3,0,3.7.2000,2021-11-25 11:09:34,,,3.7.2000
2,99521961-77c1-4b65-b6bc-eedb415bc02b,A N,https://play-lh.googleusercontent.com/a-/ALV-UjXyBSbhdtkHQRgIYBrdinQa2M-r-6b2JQb-TeZVru_3s_kgAyA,aneh sekali aplikasi ini saya bayar dan chat dokter. trus 30 menit dokter tidak balas chat di close otomatis oleh sistem dan uang tidak kembali,1,0,6.4.2001,2024-08-06 10:54:18,"Alo, (A N)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-08-07 7:59:50,6.4.2001
1,db49022c-4b17-4904-8d35-497b138c8dfa,Rivaldi Rizki,https://play-lh.googleusercontent.com/a-/ALV-UjV3wu03qOxyZORRA9plZKob-VDYAAyUBi9c4VNNBSWpB6Fe0Vj_,apakah bertanya mengenai penyakit apa yang diderita harus membayar?,3,0,,2022-09-18 14:08:45,,,
2,ce025ac9-295f-4f75-ab51-f68dadd6c96f,Novietha Monique,https://play-lh.googleusercontent.com/a/ACg8ocKmI91e4oRS2sqeMC5c6KIa0Op6nfquPSt2Cw-YwatEgI-q8oM=mo,"transaksi di batalkan, kebuang sia"" duitnyaaa",2,0,6.5.2000,2024-05-06 14:48:49,,,6.5.2000
2,1eee6a15-07f1-4be8-b95c-b903feab3ba8,Ia Saripa,https://play-lh.googleusercontent.com/a-/ALV-UjX7ZhyhZrD4AAT25uD3BhnU9cTAvKc0yimLf5RNbderLGxHs5nI,"setiap pakai selalu bermasalah dengan upload gambar atau foto,padahal setingan hp sudah benar mengijinkan untuk upload foto. apa yg terjadi?saya sampai tidak nisa kirim gambar,padahal permasalahan selalu butuh gambar misal kulit",1,92,6.5.2000,2024-05-03 13:55:57,,,6.5.2000
1,143312b0-f0be-4142-9642-e4d5d35e7479,Ferry Satya,https://play-lh.googleusercontent.com/a/ACg8ocLMD6qYZdsx7vCmtj7Skr2ykKx6yhtKiHpkmSNR-InzBK_mDQ=mo,baru nyoba,3,0,4.0.0,2022-02-16 16:50:16,,,4.0.0
0,d0a00c13-dde7-4fd1-96f2-b085120e4ecc,Dewi Oktavian,https://play-lh.googleusercontent.com/a/ACg8ocL7idKhEDedNdwFjXpQaiSNOB1pv9sCwGRYtIYh4FQQlJdTBQ=mo,"dokternya ramah,penjelasannya mudah dimengerti sangat menbantu sekali",5,0,,2024-09-03 1:31:56,,,
0,a6354dad-864f-47df-bb92-afc55009dc45,Iwin Ardyawin,https://play-lh.googleusercontent.com/a-/ALV-UjXuSkX3q_F7WK7jHqKqIqdQrFnHqwU-mbdmwNLHom2DXOp69N8RMw,"respon sangat cepat sekali serta penjelasannya detail mudah dimengerti, trimaksih dok ",5,2,6.8.2000,2024-09-01 12:00:28,,,6.8.2000
2,fa2d125c-e9fe-4456-92bc-cbaeffcc8822,Vera Mita ba Palembang,https://play-lh.googleusercontent.com/a-/ALV-UjWK23eCpOeWj7f-N8aky2vJxw8qdntNGxJhNJ3cC1k6Ud4PkCE,terlalu lama dan bertele-tele,1,2,6.7.2000,2024-08-08 5:13:11,"Alo, (Vera Mita ba Palembang)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-08-08 8:05:33,6.7.2000
2,4d4ed723-8fcc-4f29-bea0-f3cc7461ca75,Novia Putri,https://play-lh.googleusercontent.com/a/ACg8ocIveWULkCYvI68HJ39ZwcwKUUgLX2kBcdqMwOy3Da1wfvJyyw=mo,gak lengkap fiturnya,1,0,6.7.2000,2024-07-25 5:07:40,"Alo, Novia Putri! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com",2024-07-25 8:03:32,6.7.2000
0,52ac3a99-e25d-4357-8894-fc9d6b7e86f7,Intan Irena Bias,https://play-lh.googleusercontent.com/a-/ALV-UjXP5IA8Rjuzhyqq1R1XM1x8ChXgIla1IgfWU_OdS3lyWNM2n1E,dokternya kompeten dan fast response,5,0,6.8.2000,2024-09-04 14:47:29,,,6.8.2000
0,5b559c48-c305-4b5f-89dd-7c6064e10b4c,DWI MIRA,https://play-lh.googleusercontent.com/a-/ALV-UjVinb6CGvguPuTLGQe_wq-ajRZIqaVe7so2jWjphyqzNyptxXw,"sangat bermanfaat sekali atas arahan yang diberikan oleh dokter di alodokter,aplikasi ini sangat membantu bila ibu bingung apa yang harus dilakukan segera bila ada keluarga yang sakit khususnya anak-anak",5,143,6.8.2000,2024-08-21 14:38:03,,,6.8.2000
0,1748c877-71d6-42e5-a6d1-7322f8fd93d5,Fadjar Diah Pangastuti,https://play-lh.googleusercontent.com/a/ACg8ocK8geVnLycSWTSxpOAXSeudVcvLY8U4ABLXWQdI-U1tECFy5g=mo,lega setelah mendengar penjelasan nya..,5,0,6.7.2000,2024-07-25 14:41:31,,,6.7.2000
1,783b3fb0-2f00-4cbe-9a7f-5462e3d68aef,muhimmatul ulya,https://play-lh.googleusercontent.com/a-/ALV-UjVQyS65GZ14qyGB4TablNJv7Ns9NKfecBhZFfaf7neN_BGC8Myn,pembayaran pakai shopeepay kok gaada se,3,0,3.6.2001,2021-10-28 22:29:02,,,3.6.2001
2,c6f045a7-754c-486b-b75a-ef5c482f03f6,Yopa Faldima,https://play-lh.googleusercontent.com/a/ACg8ocLXkHITSADGSEizeV_JmJk-r50Xp4BlDO2QVXGLNGFsEMOp=mo,aplikasi tidak bagus,1,0,,2024-04-18 6:43:16,,,
0,6d398a51-8a92-4b86-9c59-c0f89eae53b0,Arifna,https://play-lh.googleusercontent.com/a-/ALV-UjWy8xmBrpzWpkDfqfSb3MeLwpH1T0GNEiRYgtQZiXwOkxETOzU-,"dokternya baik, informasi yang diberikan jelas, sangat membantu.",5,2,6.8.2000,2024-09-03 7:50:13,,,6.8.2000
2,f7c8ea1a-c2a0-4989-beb4-606e4f02dd70,Najwa Nasir,https://play-lh.googleusercontent.com/a/ACg8ocLiNl0bi8ALClu52-uP_eQSVqmG0HnuRgWXb6KQ67mjoGS1=mo,mahal konsul lewat online aja bayar ...,2,0,6.8.2000,2024-08-26 3:34:45,,,6.8.2000
2,5f7be9e5-6840-4b71-abd2-f96036199780,budi setiawan,https://play-lh.googleusercontent.com/a/ACg8ocIZPpXQqVYw8IDFab6sryXqYtSbSLHl3n5fE6TQFW_GDSw_aQ=mo,paket obat nya lama banget. udah 12 hari masih belum sampai,1,0,6.8.2000,2024-09-06 8:12:09,"Alo, (budi setiawan)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-09-06 7:59:04,6.8.2000
0,64e6bb00-1ceb-4149-ad45-43e8eb9f1fd7,Rahayu Lestari,https://play-lh.googleusercontent.com/a-/ALV-UjUzAxa73HFJV6a4o6T3_4LM16pa5-vEDhzSK0ZbvoNGQPYdQeI3,"penjelasannya sangat membantu,, semoga saya bisa menjadi lebh tenang setlh ini.",5,0,6.8.2000,2024-09-05 14:00:46,,,6.8.2000
1,d7075f12-8672-4964-9715-a3cdaf4283d0,sakina aidhasari,https://play-lh.googleusercontent.com/a-/ALV-UjUhZifzu4da24resqFc-NWGJZogP5ADaLc6iHsYR5tsZusKEiY,aplikasi tidak bisa di instal,3,0,,2022-02-26 23:51:38,,,
1,29408ae8-85f2-4f5c-9480-c0bcb0f9d661,Agus Suprianto,https://play-lh.googleusercontent.com/a-/ALV-UjWkIacyUgMrmCs7AwSHrtUEQevz2LW9lP5OqYvAeD0xD3OhCH5h,lumayan untuk pengikut baru seperti saya,3,0,6.3.2000,2024-02-07 18:20:06,,,6.3.2000
2,cb65dddc-3419-4640-8e9e-0c82bc09dcbd,indahbless,https://play-lh.googleusercontent.com/a-/ALV-UjWZkwc6Xoyd7sc-iINYij1DSqiCDIgvVViQx23ohEsru_0ifj0MiQ,"gak banget sama aplikasi ini, dokternya gadak yg tanggepin tiba-tiba waktunya habis, uang siasiaaa, auto un instal, bye",1,0,,2024-07-24 16:55:43,"Alo, indahbless! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com",2024-07-25 8:01:38,
1,46223827-3ac3-4c7a-84fb-858780bd584b,Fitriyani Yani,https://play-lh.googleusercontent.com/a/ACg8ocLrHT36ewVn7TbGdwSN-bpXDjs1irYL_3pxcJryAi0t6M5xiQ=mo,ingin konsul tpi tdk ada aplikasi dana jdi tdk bisa konsultasi karna sy hanya punya aplikasi dana,3,0,6.8.2000,2024-09-05 16:23:36,,,6.8.2000
2,1aa68663-8cec-4465-80c0-3c355a13eff1,Detia Kurnia,https://play-lh.googleusercontent.com/a/ACg8ocIbS_8Zy2tcvEdGsapSjCxfbmQ85ymUzwhZG0Gt-I2-0WejsQ=mo,"parah, minta resep bukannya di kasih resep malah penjelasan panjang lebar di tungguin lama, chat di tutup. taunya resepnya ga dikasih. jadinya saya harus bayar 2x untuk chat dokter lagi,",1,4,6.8.2000,2024-08-22 12:50:31,"Alo, Detia Kurnia! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com",2024-08-23 8:04:49,6.8.2000
0,a576aabf-f2fb-4655-91ec-a29a7e3623df,Simon 407472,https://play-lh.googleusercontent.com/a-/ALV-UjXkaGpap0Av2tRxEEp8kFN81TNqIqWJGj3XSxyU7AkKVDnvmyvQ,respon dan layanan dokter sangat memuaskan.,5,0,6.7.2000,2024-07-19 14:33:28,,,6.7.2000
2,dcb85ece-d665-48f9-9a4b-36999a8ad429,Nabilla Salsabilla Az Zahra_26,https://play-lh.googleusercontent.com/a/ACg8ocK5pDNNpALie6mhCr4JMCZ2sHELkmNPKzhT5EmHg8TXfh8wng=mo,gk dapet kode dan cara login nya sulit,1,0,,2024-04-01 16:18:56,"Alo, (Nabilla Salsabilla Az Zahra)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-04-03 8:01:54,
1,6abc2a50-781a-42d9-b134-0c007e0e949f,Trust Yourself,https://play-lh.googleusercontent.com/a-/ALV-UjX-lpcxTJH0uOgb5voL8jVoUf5RyEusM43l9wI-yPHBlpm8JVWl,wah sekarang sudah tidak ada yg gratis di dokter umum ,3,0,1.8.2000,2022-03-08 10:43:49,"ALO Trust Yourself, Terima kasih telah menggunakan layanan Chat Bersama Dokter kami. Semoga sehat selalu. -RY",2022-05-20 7:17:49,1.8.2000
2,b604522d-2097-400d-9dfe-bfcbd6217ed0,Medyputri Auliah,https://play-lh.googleusercontent.com/a/ACg8ocKdjwkzmmFUz2FFxvmn2qjemZOJKBCJO5FrcY9cZ_-p_GRiRg=mo,"sebagai pengguna baru kesel sih pas daftar aakun d tahap gmail g mau masuk katanya coba cek email anda, email aku cuman 1 itu doang aku pake d apk lain tp d alodokter g mau masuk",2,2,6.3.2000,2024-01-31 17:22:29,"Alo, Medyputri Auliah! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com",2024-02-01 8:01:50,6.3.2000
1,4fd258ab-786e-4604-972d-0c77bfe757eb,Benny Noor,https://play-lh.googleusercontent.com/a/ACg8ocKFnA7b_2hjxOgmGgoBGgvl9DzAcuLekPGLZLOuQx53thu0Xw=mo,chat yg jawab sistem saya pikir connect langsung ke aplikasi whatsapp dgn dokter langsung. keluhan pertanyaan sya tdk terjawab.,3,0,3.2.2000,2021-07-06 10:25:30,,,3.2.2000
1,c1ba0978-c3c7-479d-9373-1371b9677e7c,Hardiansyah Maulana,https://play-lh.googleusercontent.com/a/ACg8ocJtBS0I_5o9eSl7TiZl2AwI11pPQUWz9PDyon3l3uLiBFG_1Q=mo,cara klaim saldo gimana ya,3,0,,2022-04-02 17:37:41,,,
1,b8cb8c61-c279-46d8-b8f7-a92005236fac,Rizky Fadila,https://play-lh.googleusercontent.com/a/ACg8ocK9zxnzOQfNb3w8vTETusSUVM66b1IFV-fwVrahLiGtv6Fb6g=mo,smoga bermanfaat bagi kita smua,3,0,3.9.2001,2022-01-31 1:09:54,,,3.9.2001
0,6ac8231e-766f-4016-a59e-bb5ebd3e8222,Juna Idi,https://play-lh.googleusercontent.com/a/ACg8ocKMSlSL2kLd1eycuQOhWfimUwwlDH0wlxXGt65n1bIhDpe9sg=mo,makasih dokter cepat respon dokternya..... sekali lagi makasih,5,0,6.7.2000,2024-07-24 14:27:30,,,6.7.2000
1,e97a4533-4eb9-4f0b-adfe-999aa6d56201,Ikram Lapas,https://play-lh.googleusercontent.com/a-/ALV-UjXDC4ZWAxn0fW1lZi1DBqzbqZEMhWyAtYMYWOHQoM-dNQ1pox4,pakai biaya konsultasi kasian yg dalam keadaan emergency untuk ekonomi di bawah rata-rata,3,0,4.4.2000,2022-06-10 10:36:12,,,4.4.2000
1,7acca067-ac3a-4aca-a6d2-d3ee9c2d3c11,Ida Rahmawati,https://play-lh.googleusercontent.com/a-/ALV-UjXt1WG4--VbF4DUrX765MJlwcVBZAEOyXSPiCcf8aWl7QbBrZsS6w,respon cepat,3,0,4.0.0,2022-02-08 6:30:22,,,4.0.0
0,6c231b7c-fabf-42ab-abf8-9e5016d8dd4b,NenengBubur Booth,https://play-lh.googleusercontent.com/a/ACg8ocJTL_STbEpegQsxXV8uUYXW5Txrv-UqmylfoznaG8mOTiqmQw=mo,"sangat jelas arahan dokter venni, semoga allah mudahkan jg segala urusan dokter, jazaakillahu khairon",5,0,6.7.2000,2024-07-19 6:08:46,,,6.7.2000
1,2a5eaf0c-90a6-4266-8779-f3ba151493b3,VIKTOR DEGEI,https://play-lh.googleusercontent.com/a-/ALV-UjXxEzbak993_oeRDBYeUJ3xClhEGHamEMfIt-trJlgy8aWxqg6T,selamat mencoba,3,0,4.0.0,2022-02-23 12:26:02,,,4.0.0
2,6b0075f2-c0a6-4c63-8584-e47666096e8a,ELEN DEFRYSON,https://play-lh.googleusercontent.com/a/ACg8ocLIgvkFkVsXpT3F960eI9PK_PIcsQ3rAu39P2lsES90WtUSAA=mo,makin lemot,1,0,6.8.2000,2024-09-03 3:43:57,,,6.8.2000
2,de0940c8-c024-4848-8182-9f2612bc3a65,Cindi Anjani,https://play-lh.googleusercontent.com/a/ACg8ocJtCwIOTTzDdiZ0C0sQrbmr5viJDSg3-gCvRCqfeEpq8y0zn8U=mo,gimana si verifikasi nya. udh dpt kode nya tapi gabisa verifikasi. aneh,1,0,,2024-07-27 0:38:54,"Alo, Cindi Anjani! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com -RY",2024-07-29 8:01:50,
0,17a46871-f0f5-4da1-826b-636cd9594ed7,Renita Siahaan,https://play-lh.googleusercontent.com/a/ACg8ocJNY-Kq1SO6LA1iWlKRVJp2ImpV1yppjNkU2NnWnh7SYXUJ0g=mo,"dokternya ramah,jawaban dapat dimengerti",5,0,6.7.2000,2024-08-11 23:51:25,,,6.7.2000
