content,predicted_label
aplikasi maling. ga gw acc duit otomatis dpotong dr bca. kata salesnya ga d angkat tlpon dr alodokter ga d acc berlanggananya.,2
unistal lagi ahhh... banyak ulasan yang negatifnya bye....,2
sangat cepat menanggapinya. tks,0
"bgss bangett penjelasan nya jelas, dokter nya pada ramah baik bgt",0
"kesal banget sama aplikasi ini, udah bayar langsung di tanya dan pas udah di tanya lanjut konsul ke dokternya langsung tapi lama nya minta ampun. kesal dan emosi",2
baik,1
bagus jelas,1
responnya sangat cepat dan akurat,0
terimah kasih,1
sangat membantu sekali ,0
"aplikasi aneh,saya blum install apliksi ini udah dapat telfon dri marketing alodokter dan meminta data identitas saya,dan anehnya lgi tu org nanya no recening sya..jngn"" apliksi ini buat nipu orng yah...",2
aplikasi yg sangat mulia unt membantu,1
"pesan obat dicancel. yg parah data pribadi bocor, ada penipuan alodok dpt asuransi 2jt bla bla bla",2
ok,1
dokternya sangat ramah dan sabar dalam melayani,0
sangat berguna,1
"responsif, jelas jawabannya.",0
"sangat membantu,, mempermudah konsultasi tanpa harus langsung tatap muka",0
terimakasih aplikasi ya sangat membantu pelayanan nya ramah,2
"sangat membantu terkait apa yang dikeluhkan oleh pasien, semua dokter respond cepat dan tanggap",0
verifikasi kok masih pake sms ? kalo pake wa lebih cepat dari pada sms .,2
cepat respon nya,1
aplikasi ini sangat membantu sekali,0
hati hati banyak telfon penipuan jangan di angkat yang mengatas namakan 39k perbulan,1
saya kasih bintang 4 dlu,1
pendo bayar,1
trimkasih adanya apk ini..saya bisa cari cari tau dan berpengalaman,2
bagus,1
sangat membantu,0
membantu sekali,0
membantu sekali untuk solusi saat darurat ketika penyakit kambuh..,0
menambah pengetahuan,1
"tolong hapus akun sya yg di alodok ini, gila x saldo tiba2 di ambil sama pihak alodok.para dokter yg ga laku trus2an saldo di ambil trus",2
sangat membantu,0
sangat membantu,0
mantap..membantu,0
good,0
good,0
bagus,1
jawabanya memuaskan,1
terimakasih,1
sangat membantu. terima kasih,0
trimakasih alodokter udah sangat membantu saya,0
dokter nya baik sekali,0
saya senang banget nemu applikasi ini makasih al dokter,2
kok bisa autodebet?,1
sayah menderita peyakit puser kalow di sentuh sakit peyakit apah ya mohon selusiyah,2
"saya pengguna asuransi sequis, dan utk online medis dgn alodokter sangat kecewa sekali. ini kenapa saya setting domisili di kota kediri, malah obat nya diarahkan ke apotek pulo gebang jakarta. bisa 3 hari lebih baru nyampe. saya chat admin kenapanya, malah dijawab pemilihan lokasi sesuai dengan kesediaan obat di apotek. heran banget padahal sakit saya umum obat darah tinggi, masa apotek di kota kediri tidak punya semacam amlodipin, neurodex. plis itu obat umum, dan hampir semua apotek punya.",2
kok sekarang jadi berbayar ya mau konsul ke dokter umum?,2
sangat membantu,0
customer servicenya memberikan informasi yang tidak jelas,0
sangat bermanfaat,0
sangat membantu sekali untuk konsultasi tentang kesehatan,0
sangat membantu,0
"penjelasan nya sangat detail. dokter nya ramah""",0
sangat membantu,0
trimakasih,0
sangat membantu,0
aplikasi ini membantu,1
"baru download, puas banget",0
pesanan saya tidak sampai sampai dan saya pesan dari jam 8 pagi hingga siang blm diproses,0
"ini kenapa ya saya shock berat uang saya berkurang 29k per bulan melalui bri dari tahun lalu dan saya baru sadar sekarang. setelah konfirmasi dari bri ternyata uang saya terkuras oleh alodokter. bayangkan 29k per bulan uang saya abis dari tahun lalu, udah banyak uang saya terkuras tanpa konfirmasi dari saya. tolong penjelasannya ya alodokter!!",2
bagus,1
saya suka aplikasi ini sangat membantu,0
bagus bsa konsultasi dgn dkter,0
sangat membantu,0
"resep obatnya kenapa ga sama kaya dokter offline, obatnya generic aja yg dikasih",2
cepat tepat,1
sangat membantu,0
terbaik.. cepat tanggap dan tepat..,0
"cara marketingnya meminta nomor rekening itu kesannya memaksa,, gak bagus tuh",2
obat lama sekali datangnya parah,0
sangat membantu,0
ditanggapi cepat ,0
membantu,0
sangat membantu,0
bagus,1
"sangat membantu n terjangkau biayanya, makasih",0
oke,1
"gk paham bgt lah sama aplikasi kayak ginian yg d iming""in bisa d klaim biaya pengobatan,,, 2jt pula itu, aneh nya ngotot pula minta no rekening kita, aneh ini cs nya, jelas"" pemerintah udah ada program bpjs kesehatan, ada"" ja kelakuan manusia"" d masa pandemi ini,,",2
good,0
"parah salesny. saya ngerasa gk pakai tiba2 di telpon. minta aktifasi. minta data2 ini itu, terkesan maksa banget. kalau sampe kedebit bank saya. saya laporin . semoga pihak.alodok bisa selesaiakn maslah ini.",2
"sangat mrespon, konsultasi dgan brbagai dokter penyakit smua ad di alodokter. dan jga doktenya lngsung memberi resep alodokter trbaik",0
sllu puas dengan jawaban nya,0
aplikasihx bagus sangat membantu terimakasih alodokter,0
sangat membantu,0
sangat membantu,0
good,0
cepat dan responsif,0
aplikasi nya kok makin lemot ya susah dibuka....,2
sangat membantu pertolongan pertama di saat dadakan,0
sangat membantu.. ,0
cara chat dokter tanpa bayar dimananya ya min m,2
sangat bagus,1
"banyak nomor yang spam telfon atas nama alodokter, sangat mengganggu :)",0
"respons cepat, detai juga, komunikatif bangat.. jadi bisa ambil referensi utk ke dokter sepsialis penyakit",0
respon cepat,1
aplikasinya sangat bagus dan rekom sekali . harga murah sakalii bisa konsul dengan berbagai macam2 dr spesialis seruluh tubuh,0
sangat membantu sekali,0
bagus bngt tttttttttttttttt,0
"pintar"" la memakai aplikasi, jgn aplikasi yg disalahin, zaman semakin canggih hacker juga pasti update... sudah dipermudah koq di celah... makanya sekarang aplikasi cepat ada updatean utk menjaga tingkat keamanan... be a smart people",2
sangat membantu,0
sebenernya aplikasi bagus. cuma kayanya data pasien ga dijaga. saya baru kemarin chat dengan dokter besoknya sudah ada 2 orang penipu berkedok alodokter,2
sangat membantu,0
"gimana dah ni aplikasi, login lewat crome bisa tp pas download aplikasi gabisa login",2
"ini aplikasi semacam penipuan,, saya sdh 10 bln ini berhenti dan masih tetap di potong rekening saya tiap bulan sebesar rp.39.000, padahal dari awal daftar saya ga pernah berkonsultasi sama sekali dgn dokternya. dari awal pertama saya tiba-tiba di telpon dan bilangnya dari alodokter dan data2 saya sudah diketahui oleh alodokter, nah dari mana alodokter bisa mencuri data-data saya itu. dasar aplikasi alodokter tempat nya grup maling dan penipu.",2
sangat membantu,0
mantap,0
baru mengunakan aplikasi,1
aplikasih nya bagus lancar respon cepat,0
ok,1
puas dengan dokternya. detil sekali dan cocok dengan obat yang diresepkan.,0
apakah alodokter kasih info terbaru lewat via telpon tentang dana bantuan demam berdarah dll ?...soalnya ada yx telpon seperti itu...tapi lama2 kok seperti penipuan yah...tolong infonya...terimakasih,2
bagus. menurut saya relasi yg tepat,0
"dr malam sampai pagi dokternya belum siap mengetik juga. sangat mengecewakan dr. m imanyudi, sp.pd. penyakit dlm",2
respon konsultasinya bagus dan ramah,0
aplikasi penipu sudah bayar tapi obatnya ga sampai!!!!,2
aplikasi nya bagus dan dokter nya ramah tamah saya suka pelayanan yang super cepat dan tepat terutama dr. ferdinandus & dr. syendi ,0
"saya edit rantingnya, soalnya g ada lagi gratis chat sama dr umum, dulu nya ada 2 chat dr umum perhari,eh sekarang berbayar mahal...g jelas bngettz",2
sangat membantu bagi kami yang memang selama ini butuh informasi seputar kesehatan,0
fast respon dengan jawaban yang detail sejelas jelasnya,1
fast respon banget dan mudah di pahami. terimakasih,0
sangat membantu,0
sangat bagus. fast respone ,0
sangat membantu,0
samngat rammh,2
good,0
mantap. sangat membantu,0
apk yang bagus . sangat membantu,0
sangat membantu sekali,0
wooooooo,1
terimakasih ,1
ntahlah,1
sangat mudah dan membantu sekali apalagi untk ibu sprti sy yg harus cepat menangani anak sakit,0
bagus,1
dokter sangat cepat merespon pasien,0
bagusss banget suka dehh,0
skrg cuman nanya atau konsultasi dokter umum aja harus bayar ga seperti dlu masih bisa gratis walaupun dibatasin 2 kali nanya perhari,2
sempurna,1
"bagus ,dan pertanyaan nya d jawab semua",0
terima kasih saran dan penjelasannya dok,0
ok banget,1
sangat membantub,0
sangat membantu saya yg sedang isoman covid-19,0
sangat membantu sekali,0
"mudah untuk digunakan, dan sangat membantu untuk membeli obat",0
"perampok sundala,",0
bagus sekali,1
sangat membantu,0
good,0
good,0
"saya baru masuk,semoga saja aplikasi ini sangat membantu",0
"pelayanan nya kurang memuaskan saya baru bertanya di whatsapp namun tidak di berikan jawaban , saya mesti cek ke doktor yang mana jika mengalami kecemasan yang berlebihan , dan susah tidur , saya kasih b1 sampai saya mendapatkan jawaban nya !!!",0
makasii banyaakk,1
aslmkm. dok punggung saya tersiram racun rumput jenis rundap sudah satu tahun sekarag saya merasakan punggung saya terasa sakit ngilu dan terasa keram mohon solosinya dokter,2
sangat bermanfaat dan membantu respon dokter cepat pokoknya luar biasa makasih,0
"hati hati dengan aplikasi ini, niat saya menolong sales yg mempromosikan. tapi kok malah rekening saya tersedot 39 ribu. saya merasa di rugikan. apalagi sales nya bilang tidak ada biaya sama sekali. tolong jangan menipu orang, niatnya nolong kok malah di pentung",2
sangat bagus saya senang konsultasi sama dokter nya baik bangettt,0
"dokter nya sangat responsif setiap pertanyaan dan penjelasannya sangat baik,.",0
ga usah download aplikasi ini. nomer kalian bakal diteror terus,2
"bagus bgt,,,tpi sekarang chatt dokter umum d kenakan biaya admin...dlu mah tdak d tarif biaya kecuali dokter spesialis",2
bagus,1
fast respon,1
bagus,1
sangat membantu,0
"sangat sangat bermanfaat kecanggihan dan teknologi untuk aplikasi ini ,sangat membantu pasien yg sedang membutuhkan . thanks alodokter,sukses terus dalam berkarya",0
selalu membantu,0
seneng bgt. respon dokter nya cpt,0
aplikasi ini sangat membantu,0
pertanyaan dari bot ga sesuai dengan judul yg saya berikan. sangat tidak membantu cumah mengganggu. orang mau tanya jawab langsung malah dapet bot jawaban otomatis seperti soal pilihan ganda pas ulangan tcih. jadi saya jawab asal asalan.,2
"penjelasan memuaskan ,dan mudh dimengerti",0
sangat membantu dan ramah serta sabar sekali dokter nya,0
sangat membantu,0
mantap jawaban alo dokter,0
baik,1
dokternya ramah dan cara menjelaskannya jelas,0
sangat membantu dengan adanya alodokter.,0
ok,1
respon cepat...mau jawab sampe ga sempat.. ,2
sangat membantu,0
ekspektasi obat tidak sama dengan yang di resepkan,1
puas,1
mantap,0
thanks alodok the best lah,1
terima kasih,1
"aplikasi apaan tiba"" dapat telfon mengatasnamakan alodokter ntah itu benar atau gue dikasih dana sebesar 2jt untuk penanganan dbd. terus minta data diri. tp gue tolak karena ngga yakin sama pembicaraannya",2
agak murah dong harganya,1
sangat puas,1
"selamat malam dok,saya mau tanya apa penyebab hidung terasa sesak pasca operasi hidung,dan ini bahaya apa tidak,bagaimana cara mengatasinya",2
sgt cepat penanganannya,1
"dr. lu lydia sylvia putri sangat kecewa sama dokter itu, krna dia tidak memberi penjelasan apapun, mana suda bayar, tolong untuk pelayanan ditingkatkan lgi, bru kali ini kecewa di alodokter",2
sangat membantu,0
"asli nih apk gk jelas cuma bantuin mba ngejar target dia doang, ngomong nye gk kena ketarik rekening tapi apaan malah kesedot saldo pdhl download juga kg gua, niat bae malah begini, menguras duit orang kg halal bgt, seneng di dunia doang lu makan duit haram, kg ikhlas bgt gua pokok nye",2
sangat membantu,0
bagai mana cara keluar dari alodokter ini.ini adalah penipuan.saya baru sja di tipu melalui no rek sya sebesar 700ribu.,2
"dokternya sangat ramah"" dan jelas penjelasannya",0
wort it sekali.. fast respon dan jawabannya sangat bisa diterima,0
"secepat kilat respon nya, sangat membantu, terimakasih",0
bagus,1
terimakasih aplikasi ini sangat membantu ,0
"uninstal ajj.. konsul apa jawabnya apa, dichat lgi gk dibls.. payah ni aplikasi",2
puas banget dokternya baik dan ramah,0
"dokternya ramah dan memberikan solusi yang sangat bagus, kalau mau mencoba, chat sj ke dokter umum, misal saya memberi keluhan tentang gigi dan sy chat fokter umum. sama saja domter gigi yang membalas pesan saya, jadi jangan takut takut untuk mendownload apk ini !!! n. saya harap untuk dokter umum tidak dikenai biaya untuk kedepannya, terimakasih",2
ternyata berbayar saya kira gratis untuk semua masyarakat,1
"sangat membantu, fast respon",0
sangat membantu ,0
ok sanggar membantu,1
thanks alodokter bermanfaat sekali memudahkan segala hal untuk masalah kesehatan dan kemudahan dalam mencari dokter dan rumah sakit,0
di layani dengan ramah .. trimakasih dok ...,0
sangat membantu,0
membantu dan respon dokter cepat,0
sangat membantu ,0
membantu sekali dokternya ramah,0
sangat memuaskan,0
bagus pelayananx,1
membantu sekali apalagi pada saat darurat. terima kasih saya jadi tenang,0
penjelasan yg mudah dipahami,0
fast respon,1
"dokter nya ramah,",0
"transaksi di batalkan, kebuang sia"" duitnyaaa",2
obat dri dokter pernh manjur dan bagus,0
bagusss,1
keren,0
terima kasih dok,0
cukup menarik percakapan dengan dokter.,0
mantaa sehat sll dokter indonesia,1
"gila kaga jelas bangt aplikasi sial emang gara² orang lewat nanya suruh registrasi aplikasi mah kaga di pake sama gua, setiap bulan di potong terus konyol bangt aplikasi sampah",2
"aplikasi yang bagus dan sangat membantu,terima kasih",0
terimakasih sangat membantu terutama dr rossiana tantri sudah membantu memberikan penjelasan atas konsul hari ini,0
bagua,1
apk ini sangat membantu utk konsultasi ketika ada yg ingin ditanyaka..,0
"thank you,aku merasa terbantu banget dengan aplikasi ini, responnya cpet bgt",0
sangat berguna,1
bagus,1
mantap,0
"dr...saya punya keluhan,kepala sy pusing,ruangan seperti muter.kira2 kenapa ya ?",0
respon nya cepat,0
aplikasinya bagusss,1
sangat memuaskann,0
terima kasih untuk respon yang cepat dari para dokter.. sangat membantu ,0
sangat bermanfaat,0
sangat membantu dan ada dokter gratisnya juga. mantabbb,0
good,0
dokternya mendengarkan dengan baik semua keluhan tentang depresi sy:),0
bagus,1
mantapz,1
"saya baru d tlfn ktanya pihak dari aladokter kok mnta no rek saya,,kok saya jadi takut mohon bantuanya pihak ala dokter mohon informasinya",2
untung gk d kash no rekeningnya dasar penipuan gk bilang kalau autodebet,1
respon dari dokter nya baik dan ramah,0
sangat responsif,0
"konsultasi di tgl 20 april 2024 dan langsung pesan obat sesuai resep! dan ga dikirim2 sampai tgl 24 april 2024 ysudah mencoba untuk sabar dan ajukan refund tapi ga di dikasih kejelasan sampai sekarang tgl 30 april 2024, yahhhh jelek banget sumpahhh, lelett!!! semua orang ada batas sabarnya.",2
alhamdulillah membantu banget...,0
sangat membantu sekali,0
sippp,1
"kalo bisa, kalo emang orang udah download gausah di telepon ya, takut ganggu",2
sangat membantu,0
aplikasi ini sangat membantu apalagi dalam masa pandemi ini jadi kita bisa berkonsultasi jarak jauh mengenai gejala-gejala yang di rasakan,0
sepertinya cat dengan dokter umum sdh ada biaya 5rb kemarin² ngak tu mala gratis malahan klo berbayar itu cat dengan dokter pribadi,2
thanks for your,0
"sangat membantu , thanks",0
dokter ramah ramah,0
eh gimana nih tdi ayahku barusan ngasih nomor rekeningnyaa,1
bagusssss,1
good,0
"karena isoman jadi kenal aplikasi ini, tapi keren dr dr melayani pasien yang ngga banyak uang juga walau di situ pasang harga. terimakasih dokterku.",2
tambahin dong fitur diskusi kaya yang di web nya,1
"mohon akun saya dhapus aja, biar team marketing gak lg hub. no saya lg meskipun apknya udah di uninstal ttp aja tlpn mohon maaf tp inin sangat amat mengganggu djam kerja harusnya saya nerima tlfn dr klien malah sales alodok gajelas. harap di benahi",2
sangat terbantu dengan aplikasi ini ,0
saya mau berhenti layanan ... caranya gimana ?,0
dokter ya merespon dengan cepat,0
sangat2 membantu keluarga saya,0
cukup membantu,0
dok saya mau nanyak saya kalau duduk jonkok kluar darah dari lubang anus. saya lihat kayak ada lukak kecil. jadi darah kluar dari situ. mau nanya apa obatnya ya. untuk mentup luka,2
kirim,1
puas,1
sangat membantu suka dengan aplikasi ini makasih,0
aplikasi ini sangat membantu,0
"hebat, sangat membantu",0
sangat sangat membantu,0
good,0
saya baru instal aplikasnya...semoga bermanfaat untuk yang membutuhkan saran ataupun keluhan yang mau di tanyakan ke para dokter yang ada...,0
sangat sangat bermanfaat sekali,0
mantap,0
penjelasan dokter sangat bagus dan detail,0
sangat membantu,0
sangat membantu,0
ok,1
aplikasi yang sangat membantu saya dalam masa penyembuhan ini.dokternya juga ramah2,0
luar biasa,0
aplikasi ini apa penipuan bisku,1
bagus,1
terimakasih,1
sangat membantu sekali,0
sangat membantu. saran sy kolom pertanyaan jangan dibatasi 300 karakter spy pasien bisa lebih detail menceritakan gejala penyakitnya. terima kasih,0
mantab,1
bru nyoba respon cepat dri dokter nya jga ramah,0
sangat membantu,0
terimakasih halo dok. dokter2 sabar menjelaskan emak2 yg galau karna anak sakit.,2
chat dokter gratis,1
sangat membantu. ,0
saya merasa terbantu,1
sangat bagussss,1
sangat membantu,0
sangat membantu saat pandemi gini,0
cukup puas dgn analisa dokter,0
sangat baik,1
good,0
berguna banget aplikasinyaaa.... ,0
dokternya baik dan jelas,0
baik,1
"terimakasih, sangat membantu ",0
memuaskan pelayanan dan jawban nya makasih alodokter,0
bagus,1
lebih murah dari pada yg lain,1
sales nya melakukan penipuan padahal sudah dibantu download aplikasi padahal saya tidak mau tanda tangan tapi dipalsukan tanda tangan saya tolong ditindak lanjuti kalo tidak saya akan lapor ke pihak yang berwenang,2
balasan cepat.me muaskan,0
ok,1
saya ingin ajukan pembatalan asuransi tidak direspon. tidak bermutu,1
aplikasi yg merugikan... rekening auto kesedot ..... taiiiiiiiiiiiiiiiiiii,2
dokternya cepat memberikan respon cepat ketika sedang konsultasi,0
dokternya ramah dan responnya cepat,0
sangat membantu sekali ketika kita mau cari solusinya cepat,0
sering banget di telpon nawarin asuransi dbd udah di tolak tetap ngotot... padahal udah saya uninstal... apk gak guna,2
puas sekali jawabannya di tunggu resepnya dok..,0
tolong hapus data saya karena sudah tidak digunakan lagi,1
saya sangat senang dengan penjelasan dokter. trimakasih dokter,0
aplikasi yang sangat membantu untuk konsultasi mengenai kesehatan,0
saya suka dengan ini,1
good,0
dokter sangat ramah....,0
"saya udh bayar buat chat dokter nya pakai shopee pay , tapi kenapa status nya menunggu pembayaran terus, rugi jadinya udh bayar gk bisa chat dokter.",2
"bagus, tapi klo bisa mode tlp lebih bagus lagi",2
"alhamdulillah resep obat yg diberikan dokter bekerja dengan baik saya dan keluarga tidak perlu repot"" mengantri di rs yg penanganannya lama sekali dengan adanya aplikasi ini saya dan keluarga jadi lebih banyak terbantu, biaya bayar dokter nya juga terjangkau, terimakasih alodokter salam sehat ",0
mksih jwbn dari hallo dok sangat memuaskan pertanyaan2 dari saya,2
sangat membantu,0
sangat membantu saya,0
aplikasi ini sangat baguuuuuuuuuusss sekali!!,0
"saya sih suka banget sama apl ini, saya sering konsultasi sama dokter umum aja sih, dan artikel artikel nya sangat banyak dan bisa membantu saya mengatasi masalah kesehatan saya, memberikan banyak informasi yang berupa ilmu, tapi saya gak sukanya saya curiga apakah data di aplikasi ini bocor, karena sudah 2kali saya ditelfon orang mencurigakan yang mengatasnamakan aplikasi ini yang akan memberikan jaminan kesehatan dan meminta norek secara paksa. untung aja aq gak bodoh ,, love you alodokter",2
ok,1
aplikasi ini sangat membantu. terimakasih.,0
sangat membantu terimakasih,0
hebat,1
ok2 aja,0
sangat membantu,0
alodokter ok,1
sangat membantu,0
jelas dan rinci pemaparannya,0
membantu sekali,0
dokter ramah dan sangat membantu,0
sabar,1
cepat tanggap dan jawaban memuaskan,0
sangat membantu,0
sangat baik,1
"kirain download aplikasi ini konsulnya udah gratis... malah bayar, terpaksa akun uninstal kembali... terima kasih",2
membantu segala kondisi,1
"puas,",1
dokter nya baik baik bngt ya ampun,0
bagus balas nya juga cepat dan membantu banget sih,0
very good,0
spamming call !!!,0
"menurut saya buat rekan2 semua yang merasa dirugikan sebaiknya buat laporan saja biar diproses, singkat cerita kita banyak keluarin uang dan ada yang otomatis terpotong di atm padahal tidak ada konsultasi sama dokter yg jelas.",2
bagus,1
sangat bagus,1
sangat membantu sekali.. meskipun hanya dapat melegakan hati pengguna dalam keadaan banyak pertanyaan tentang rasa sakit yg diderita... karna lebih baik memang langsung ke dokternya.. alodok hahya media informasi nya .. bukan penanganannya.. terimakasih alodokter,0
responnya sangat bagus,1
puas banget,1
"sangat2 membantu disaat urgent kpnpun bs konsul lwt chat & fast respon, trma ksh dktr2 yg sdh sangat membantu kami dlm berkonsultasi keluhan kami",0
"bagus sekali, cuma kok byk yg hub ktnya dari elodokter, menawarkan asuransi dll, yg intinya mau minta data2 pribadi perbank kan, minta tolong pd pihak ini ditertibkan...trima kasih",0
bagus,1
membantu,0
aplikasinya ga kebuka2.,0
ok,1
sangat membantu,0
"enak banget konsul d apl ini, dokter nya online trus n cepet d jawab. puas sekali konsultasi d alodokter",0
sangat membantu,0
dokternya sangat merespon utk jawabnya,0
bagus sekali,1
sangat berman faat,0
sangat membantu,0
sangat membantu,0
dengan bergabung alodokter sangat bermanfaat untuk bertaya .trimakasih alodokter semoga tetap jaya membantu masyarakat .,0
jawaban dokterny memuaskan,0
respons dokter cepat dlm menjawab pertanyaan,1
senang,1
thanks alodokter sangat membantu,0
ok respon para dokter nya bagus,0
sangat membantu..,0
puassss,1
membantu sekali dan meringankan kita yang rada malas antri ke dokter,0
"kenapa tiba2 ada yang menelepon saya mengajak untuk berlangganan pelayanan alodokter , kenapa sales itu bisa tahu nomor telepon saya ?? bukan nya bersifat rahasia ??",2
sangat membantu,0
sangat baik terimakasih telah membantu,0
sangat bagus,1
sippppp alhamdulillah fast respon dokternya,1
luar biasa,0
ini gimana ko di mbanking saya kesedot 39000 setelah ada seseorang mengatas nama kan sales alodokter?padahal udah saya uninstal aplikasi nya karna saya jarang pakai aplikasinya loh dan saya belum menyetujui udah berlangangan loh bisabisanya yaallah nyari duit yg halal napa,2
"terimakasih,,sangat membantu ",0
dokternya bagus bagus...,0
"salesnya tidak memberi tahu kalau pembayaran auto debit hati"" kalo ada salesnya nawarin",2
"kecewa saya sudah berlangganan aloproteksi chat dokter tapi setiap mau chat dokter sistem selalu eror, jadi gatau uangnya bisa balik atau engga kalo gini caranyaaa padahal semua versi dan ponsel sangat mendukung. sudah chat ke cs jawaban selalu tidak memuaskan dan tidak ada bantuan sama sekali.",2
membantu,0
dokter menjawab dengan detil dan mudah dimengerti.,0
puas...dan responnya cepat,0
sangat membantu,0
aplikasi termantab,1
bagus banget di sini kita bisa konsultasi keluhan kita,1
aplikasi penipuan,1
terbaik,1
bagus,1
atas nama nurizky muhamad yasin tolong diberhentikan gua ga setuju kalau ini autodebit,1
"assalamualaikum selamat malam pak dokter, saya mau tanya nih, kenapa saya setiap berhubungan dengan suami saya,air maninya beraroma amis seperti putih telur, tolong di respon ya dok..",0
sangat responsive fast respon,0
sangat membantu terima kasih ali dokter,0
saya sama sekali tidak mengikuti program pembayaran setiap bulan sekali atm saya dipotong setiap bulan saya kecewa dengan aplikasi ini sebenarnya jangan kan bintang 1 tidak ada bintang sama sekali untuk aplikasi ini mohon dikembalikan dana saya setiap bulan karena saya kecewa dan amat sangat dirugikan,2
alhamndulillah setelah saya konsultasi dwngan dokter agak mendingan,2
"bagus, mudah dan cepat",0
apalah ini kata ny cht cepat sekali di cht nunggu 17mnt 27detik udh gw tunggu waktu ny gk jalan² gratis cmn 1 yang lain nyaa bayar padahal cuman mau nnya loh di jawab dapat pahala. gak jelas lh mksi lah buat semua nya.,2
keren,0
gercep dokternya,0
kereeen euy,1
ok,1
sangat membantu saya,0
respon dan baik,0
nice,1
sangat membantu,0
dokter menjawab pertanyaan kita dengan ramah dan tidak berbelit belit,0
dokter ny ramah dan gercep,1
mayan lahh meskipun pasti saran dari dokternya langsung di lakukan penanganan,1
pak dokter sy nikh udh 2 thn tp sush mau punya anak ap obt y pak,2
"saya sudah membayar tetapi chat saya tidak di respon sampai besok harinya baru di balas, sudah chat customer servicenya juga tidak di respon padahal saya chat di jam operasional, buang buang duit saya saja.",2
"saya sudah beberapa kali di telpon, ktnya dr alodokter.. apakah ini benar dr alodokter, atau datanya bocor.. saya merasa tidak nyaman seperti ini, saya harap hal ini tidak terjadi lagi.",2
tau dari berita alodokter kasih paket isoman yang gratis konsultasi. akhirnya donlot aplikasi alodokter sekalian sama pengantaran obatnya. makasih alodokter,2
sangat membantu,0
terima kasih,1
sangat membantu apalagi saat pandemi gk harus ke rs dulu chat dokternya atau buat janji,0
senang seklai ad aplikasi ini,1
ngga ada apa² atm kesedot aplikasi ngga jelas,2
pelayanan yang sangat baik,0
sangat membantu dalam solusi di masa pandemi ini,0
good,0
okb,1
sangat puas,1
terima kasih saran nya,0
"mantap deh konsul di apk alodokter. dokternya ramah""",0
apk yg bagus dan sangat bermanfaat untuk konsultasi masalah kesehatan,0
terimakasih aplikasi ini sangat membantu.,0
respon nya bagua,0
saya di telpon dari pihak costumer alo dokter dia bilang kalo saya sakit bisa mengklaim asuransi sebesar 2000.0000rp bener bisa apa gak dok?,2
sedikit kecewa sih.resep tidak bisa diresepkan online.tujuan download alodokter itu disaat darurat sakit.dan tidsk bisa pergi periksa ke dokter spesialis karena sakit da bisa kunjungan.dan butuh obat khusus tetapi tidak bisa dan solusi dr alodokter suruh datang ke spesialis langsung untuk dapet resep.kekmana mau dateng orang lagi sakit .lha gunanya apliaksi alodokter itu apa.,2
"aplikasi ini sangat membantu,terimakasih",0
aplikasi yg bagus banget. kita bisa konsultasi dgn dokter gratis. mohon dipertahankan aplikasi seperti ini.,0
"apk yg bagus, konsultasi dg dokter sngat mudah ",0
dokterny fast response dan dgt detill,0
"ini tidak membantu,kami yg tidak sanggup membayar otomatis tidak bisa pakai apk trsebut.tolong di ubah agar gratis untuk cht dokter tersebut,kculi kita semua sama2 ada penghasilan tidak mslh soal pembayaran,blum tentu orng lain sanggup, terimah kasih semoga ada perubahan dan semoga cpt di atasi. mohon maaf sebelumnya",2
sangat membantu,0
bagus dan sangat membantu,0
top banget,1
dengan batuan apk ini setiap gejala penyakit dapat dikonsultasikan lebih efisien.,0
mantaaap,1
dokter maaf mau nanya kalau sering cenat-cenut di telapak kaki dan sakit sakali kenapa ya? apakah itu asam urat ? mohon informasi apa yang harus dilakukan ..... terima kasih,2
baik,1
bagusss bgttt dpt gratis konsul 1 kali,2
fast respon,1
bagus sangat membantu,0
sangat membantu pasien yang jauh sangat bagus aplikasinya,0
"aplikasi aladokter sangat membantu sy untuk ambil keputusan berikut nya, trmks aladoktet",0
sangat membantu,0
sangat membantu ketika tidak ada dokter atau takut ke puskesmas,0
sangat puas dan membanty,0
ngebantu untuk pertolongan pertama  lebih tenang gak panik jika ada apa2 saat malam hari sama anak2,1
"keren, dokter tanggap dan sigap!",0
hahahaha tak kira gratis. ternyata ttp ada cuannya.,2
aplikasinya sangat membantu,0
top,1
aplikasi yg sangat membantu terimaksih alodok,0
"dimasa pandemi seperti ini, dimana kunjungan ke rumah sakit adalah hal yg mencemaskan, keberadaan alodokter sangat menolong saya utn konsultasi kesehatan saya dan keluarga. jadi jika tidak mendesak usahakan meminimalisir kegiatan ke rumah sakit. thankyou alodokter",2
sangat membantu,0
manfaat sekali utk cek awal kesehatan pribadi,2
bagussssss,1
sangat membantu sekali diri saya yang selama ini menderita gatal gatal.,0
oke lah,1
"bagaimana cara berhenti berlangganan, tidak bersedia dikontak dengan aplikasi alodokter. jadilah aplikasi yang baik, gampang daftar jg gampang berhenti.",2
oke.terima kasih.,0
sangat membantu,0
sorry gua uninstall aplikasinya gua gak suka banget autodebet dari rekening walaupun cuman 39 ribu walaupun baru penawaran lewat telpon. gak suka banget data pribadi gua malah diginiin. pdahal dulu suka bgt pake alodokter kalo lg sakit bisa chat/konsul sama dokter terus byar langsung beress selesai. tanpa harus autodebet rekening per bulan. lagian juga emang gua mau sakit setiap bulan klo kek gitu mendingan pake asuransi aja sekalian.,2
